Key,Item_Type,Publication_Year,Author,Title,Publication_Title,ISBN,ISSN,DOI,Url,Abstract_Note,Date,Date_Added,Date_Modified,Access_Date,Pages,Num_Pages,Issue,Volume,Number_Of_Volumes,Journal_Abbreviation,Short_Title,Series,Series_Number,Series_Text,Series_Title,Publisher,Place,Language,Rights,Type,Archive,Archive_Location,Library_Catalog,Call_Number,Extra,Notes,File_Attachments,Link_Attachments,Manual_Tags,Automatic_Tags,Editor,Series_Editor,Translator,Contributor,Attorney_Agent,Book_Author,Cast_Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed_Author,Scriptwriter,Words_By,Guest,Number,Edition,Running_Time,Scale,Medium,Artwork_Size,Filing_Date,Application_Number,Assignee,Issuing_Authority,Country,Meeting_Name,Conference_Name,Court,References,Reporter,Legal_Status,Priority_Numbers,Programming_Language,Version,System,Code,Code_Number,Section,Session,Committee,History,Legislative_Body
T9YN2X9S,newspaperArticle,2018,"Sanders, Topher; Grabell, Michael",“Humanitarian Crisis” Looms as Arizona Threatens to Revoke Immigrant Children Shelter Licenses,ProPublica,NA,NA,NA,https://www.propublica.org/article/southwest-key-arizona-threatens-to-revoke-immigrant-children-shelter-licenses,The state says Southwest Key displayed a “flippant attitude” after sexual abuse reports. But can the federal government survive without the largest operator of immigrant children shelters as Trump policies put the system near capacity?,2018-09-21,2018-09-23T14:04:09Z,2018-09-23T14:05:51Z,2018-09-23T14:04:09Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,Copyright ©2018 ProPublica.,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/YCM6EY3I/southwest-key-arizona-threatens-to-revoke-immigrant-children-shelter-licenses.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63TR9M8C,newspaperArticle,2018,"Muldowney, Decca; Mierjeski, Alex; Perlman, Claire; Chang, Lilia; Schwencke, Ken; Gallardo, Adriana; Kravitz, Derek",The Immigrant Children’s Shelters Near You,ProPublica,NA,NA,NA,https://projects.propublica.org/graphics/migrant-shelters-near-you,We found 97 facilities holding immigrant children and have mapped 76 of them. Help us find out more about the facilities and the children being held there.,2018-06-27,2018-09-23T14:07:19Z,2018-09-28T09:59:41Z,2018-09-23T14:07:19Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/8QK8ALW6/migrant-shelters-near-you.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8TH27M9G,newspaperArticle,2018,"Thompson, Ginger","For a 6-Year-Old Snared in the Immigration Maze, a Memorized Phone Number Proves a Lifeline",ProPublica,NA,NA,NA,https://www.propublica.org/article/for-a-6-year-old-snared-in-the-immigration-maze-a-memorized-phone-number-proves-a-lifeline,NA,2018-06-21,2018-09-23T14:07:39Z,2018-09-23T14:36:39Z,2018-09-23T14:07:39Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/RUCB5K2R/for-a-6-year-old-snared-in-the-immigration-maze-a-memorized-phone-number-proves-a-lifeline.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VYU8638C,newspaperArticle,2018,"Thompson, Ginger",Listen to Children Who’ve Just Been Separated From Their Parents at the Border,ProPublica,NA,NA,NA,https://www.propublica.org/article/children-separated-from-parents-border-patrol-cbp-trump-immigration-policy,NA,2018-06-18,2018-09-23T14:07:52Z,2018-09-23T15:04:28Z,2018-09-23T14:07:52Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/ZBFD648A/children-separated-from-parents-border-patrol-cbp-trump-immigration-policy.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H7SVQ27K,newspaperArticle,2018,"Surana, Kavitha",Authorities Can Now Deny Visa and Green Card Applications Without Giving Applicants a Chance to Fix Errors,ProPublica,NA,NA,NA,https://www.propublica.org/article/authorities-can-now-deny-visa-and-green-card-applications-without-giving-applicants-a-chance-to-fix-errors,NA,2018-09-11,2018-09-23T14:08:05Z,2018-09-23T14:36:18Z,2018-09-23T14:08:05Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/PPARP29V/authorities-can-now-deny-visa-and-green-card-applications-without-giving-applicants-a-chance-to.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GMREW5PD,newspaperArticle,2018,"Cohen, Jodi S.; Sanchez, Melissa; Eldeib, Duaa",Here’s What Happened to the 99 Immigrant Children Separated From Their Parents and Sent to Chicago,ProPublica,NA,NA,NA,https://www.propublica.org/article/trump-zero-tolerance-separated-immigrant-children-chicago,NA,2018-09-10,2018-09-23T14:08:18Z,2018-09-23T21:50:46Z,2018-09-23T14:08:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/RV8Q7V2W/trump-zero-tolerance-separated-immigrant-children-chicago.html,NA,child-separation; detention; us,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WSAZUZ2L,newspaperArticle,2018,"Sanchez, Melissa; Eldeib, Duaa; Cohen, Jodi S.","As Months Pass in Chicago Shelters, Immigrant Children Contemplate Escape, Even Suicide",ProPublica,NA,NA,NA,https://www.propublica.org/article/chicago-immigrant-shelters-heartland-internal-documents,NA,2018-09-06,2018-09-23T14:08:30Z,2018-09-23T14:35:41Z,2018-09-23T14:08:30Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/T9IWJYYM/chicago-immigrant-shelters-heartland-internal-documents.html,NA,child-separation; detention; us,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9IRZR2CU,newspaperArticle,2018,"Sanders, Topher; Grabell, Michael",Worker Charged With Sexually Molesting Eight Children at Immigrant Shelter,ProPublica,NA,NA,NA,https://www.propublica.org/article/worker-charged-with-sexually-molesting-eight-children-at-immigrant-shelter,NA,2018-08-02,2018-09-23T14:08:45Z,2018-09-23T15:12:35Z,2018-09-23T14:08:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/FUDFQH2L/worker-charged-with-sexually-molesting-eight-children-at-immigrant-shelter.html,NA,abuse; detention; us,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HJK4LGTD,newspaperArticle,2018,"Eldeib, Duaa; Cohen, Jodi S.; Sanchez, Melissa","Records Reveal “Lax” Supervision, Sexual Activity at Chicago-Area Shelters Housing Immigrant Children",ProPublica,NA,NA,NA,https://www.propublica.org/article/heartland-chicago-immigration-shelters-lax-supervision-sexual-activity,NA,2018-08-02,2018-09-23T14:08:55Z,2018-09-23T21:51:58Z,2018-09-23T14:08:55Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/HCZ233CM/heartland-chicago-immigration-shelters-lax-supervision-sexual-activity.html,NA,detention; us; children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3RBASI8Z,newspaperArticle,2018,"Surana, Kavitha",She Got Her Baby Back From Immigration Foster Care. Now What?,ProPublica,NA,NA,NA,https://www.propublica.org/article/she-got-her-baby-back-from-immigration-foster-care-now-what,NA,2018-08-02,2018-09-23T14:09:07Z,2018-09-23T15:06:03Z,2018-09-23T14:09:07Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/8KI74CT2/she-got-her-baby-back-from-immigration-foster-care-now-what.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FZKTX2S4,newspaperArticle,2018,"Grabell, Michael; Sanders, Topher","Immigrant Youth Shelters: “If You’re a Predator, It’s a Gold Mine”",ProPublica,NA,NA,NA,https://www.propublica.org/article/immigrant-youth-shelters-sexual-abuse-fights-missing-children,NA,2018-07-27,2018-09-23T14:09:19Z,2018-09-23T14:42:32Z,2018-09-23T14:09:19Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/R8E8KUG9/immigrant-youth-shelters-sexual-abuse-fights-missing-children.html,NA,child-separation; detention; us; children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H34F4GPD,newspaperArticle,2018,"Chen, Caroline; Ramirez, Jess",Immigrant Shelters Drug Traumatized Teenagers Without Consent,ProPublica,NA,NA,NA,https://www.propublica.org/article/immigrant-shelters-drug-traumatized-teenagers-without-consent,NA,2018-07-20,2018-09-23T14:09:31Z,2018-09-23T21:50:28Z,2018-09-23T14:09:31Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/T6SYSQ7N/immigrant-shelters-drug-traumatized-teenagers-without-consent.html,NA,child-separation; abuse; us; children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2U7CYZQ3,newspaperArticle,2018,"Surana, Kavitha","A Baby Was Separated From Her Uncle at the Border. Three Months Later, Her Mother Is Still Trying to Get Her Back",ProPublica,NA,NA,NA,https://www.propublica.org/article/mother-is-still-trying-to-get-back-baby-separated-at-the-border,NA,2018-07-16,2018-09-23T14:09:42Z,2018-09-23T14:36:10Z,2018-09-23T14:09:42Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/RX5Q9WJM/mother-is-still-trying-to-get-back-baby-separated-at-the-border.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C3N7MPY2,newspaperArticle,2018,"Thompson, Ginger",Watch the 6-Year-Old Salvadoran Girl Heard on a Secret Recording Out of a Border Patrol Detention Facility Finally Being Reunited With Her Mom,ProPublica,NA,NA,NA,https://www.propublica.org/article/child-separated-at-border-reunited-with-her-mom,NA,2018-07-13,2018-09-23T14:09:51Z,2018-09-23T15:11:34Z,2018-09-23T14:09:51Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/Y9ZM2RJQ/child-separated-at-border-reunited-with-her-mom.html,NA,child-separation; us,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TIIWX7YX,newspaperArticle,2018,"Thompson, Ginger","The 6-Year-Old Heard on Border Facility Audiotape Is Still Separated From Her Mother, Who Must Parent From 1,000 Miles Away",ProPublica,NA,NA,NA,https://www.propublica.org/article/the-6-year-old-heard-on-border-facility-audiotape-is-still-separated-from-her-mother-who-must-parent-from-thousand-miles-away,NA,2018-07-06,2018-09-23T14:10:10Z,2018-09-23T15:06:47Z,2018-09-23T14:10:10Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/XZRDKSMN/the-6-year-old-heard-on-border-facility-audiotape-is-still-separated-from-her-mother-who-must-p.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEC2QPS6,newspaperArticle,2018,"Surana, Kavitha",“I Just Want to Tell My Son I Love Him”,ProPublica,NA,NA,NA,https://www.propublica.org/article/i-just-want-to-tell-my-son-i-love-him-letters-from-parents-immigration-detention,NA,2018-07-02,2018-09-23T14:10:19Z,2018-09-23T14:35:59Z,2018-09-23T14:10:19Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,/Users/palmer/Zotero/storage/UWH3TMTT/i-just-want-to-tell-my-son-i-love-him-letters-from-parents-immigration-detention.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
